,Symbol,Open,High,Low,Close,Volume,Daily Return
2022-10-10,GS,303.6300,304.7200,298.4300,300.54,1309747,-0.17935432443203503
2022-10-11,GS,298.0100,302.5200,293.9200,294.21,2392772,-2.1062088241166066
2022-10-12,GS,293.9900,299.7800,291.7100,295.31,1763838,0.3738826008633289
2022-10-13,GS,290.4200,308.7550,287.7500,307.07,2724865,3.9822559344417696
2022-10-14,GS,307.4600,311.6150,299.0700,299.99,2398350,-2.305663203829744
2022-10-17,GS,304.4100,311.6200,304.1400,306.71,3118594,2.240074669155634
2022-10-18,GS,321.6700,324.4800,312.0000,313.85,6428583,2.327931922663118
2022-10-19,GS,312.6100,314.7900,308.0601,311.76,2363833,-0.6659232117253611
2022-10-20,GS,312.1000,316.0500,309.0000,310.81,2382314,-0.3047215807031045
2022-10-21,GS,311.0000,325.7750,309.4939,325.1,3545738,4.597664167819571
2022-10-24,GS,328.5000,331.2363,325.8500,328.7,2232767,1.107351584127958
2022-10-25,GS,327.8600,333.6000,325.9180,332.4,1837717,1.1256464861575832
2022-10-26,GS,334.5200,338.6700,334.1400,335.69,2177102,0.9897713598074676
2022-10-27,GS,339.3100,341.9300,336.5300,337.18,1998784,0.4438618963925167
2022-10-28,GS,338.5200,342.5800,336.0000,341.82,1677052,1.3761195800462644
2022-10-31,GS,341.0700,346.1800,340.5700,344.51,2224025,0.7869638991282013
2022-11-01,GS,345.1300,348.6900,343.7700,348.58,2316558,1.1813880584017777
2022-11-02,GS,347.6200,357.4400,346.7400,349.79,3224731,0.3471226117390591
2022-11-03,GS,347.5000,350.6700,342.5900,348.87,2515632,-0.2630149518282443
2022-11-04,GS,354.0000,358.3800,351.2300,357.91,3172674,2.59122309169606
2022-11-07,GS,360.0100,362.9600,358.5188,362.56,2526872,1.2992092984269732
2022-11-08,GS,362.3000,367.1900,361.4600,364.02,3501332,0.40269196822593223
2022-11-09,GS,362.9500,367.1500,360.8800,362.0,3047193,-0.5549145651337795
2022-11-10,GS,370.0000,380.4300,369.7440,378.31,3790378,4.505524861878452
2022-11-11,GS,380.0000,387.0000,378.7500,385.17,3409056,1.8133276942190246
2022-11-14,GS,384.0000,387.3000,380.5000,382.36,2609338,-0.7295479917958314
2022-11-15,GS,385.9800,389.5781,380.6500,382.88,3192390,0.13599748927710653
2022-11-16,GS,383.2100,385.3950,380.0100,382.33,2303685,-0.14364814040953577
2022-11-17,GS,377.1500,381.7200,375.0100,379.78,2299419,-0.6669630947087613
