,Symbol,Open,High,Low,Close,Volume,Daily Return
2022-09-06,MA,322.5000,326.9850,320.5550,324.08,2043365,0.4712301587301626
2022-09-07,MA,324.0800,329.2000,322.0500,328.62,1998373,1.4008886694643286
2022-09-08,MA,324.5300,330.2900,323.4800,330.07,2114014,0.4412391211733979
2022-09-09,MA,330.5400,337.0200,330.1500,335.85,1816725,1.7511436967915905
2022-09-12,MA,338.0900,339.4800,335.9400,338.42,2097796,0.7652225695995218
2022-09-13,MA,330.0000,332.7950,324.5800,325.44,2316881,-3.8354707168607116
2022-09-14,MA,327.0400,328.4800,323.3500,325.85,2657942,0.12598328416912885
2022-09-15,MA,323.5900,325.9400,315.1700,316.96,2486769,-2.7282491944146225
2022-09-16,MA,312.8500,315.6300,309.1100,315.13,3650857,-0.5773599192327006
2022-09-19,MA,311.9500,315.4500,310.2500,314.03,2369737,-0.34906229175262204
2022-09-20,MA,311.1600,314.3700,309.4400,313.27,2769557,-0.24201509409929045
2022-09-21,MA,314.4800,314.9800,304.2200,304.5,2366279,-2.7995020270054516
2022-09-22,MA,302.9500,303.0800,296.5900,298.36,3159830,-2.016420361247939
2022-09-23,MA,293.1300,294.5700,290.2400,293.58,3245860,-1.6020914331679958
2022-09-26,MA,290.0500,295.3400,289.1200,290.11,3635597,-1.1819606240206948
2022-09-27,MA,295.4700,297.9000,284.8000,286.48,4073383,-1.2512495260418421
2022-09-28,MA,285.1100,292.9800,281.6900,290.18,5611649,1.2915386763473924
2022-09-29,MA,288.3500,292.0700,284.8450,286.77,3439692,-1.1751326762699077
2022-09-30,MA,286.8600,290.7550,284.3400,284.34,3804233,-0.8473689716497534
2022-10-03,MA,287.8500,292.7500,284.9150,290.48,5285358,2.1593866497854775
2022-10-04,MA,296.1900,303.9700,295.9800,301.27,3949221,3.714541448636721
2022-10-05,MA,297.9800,306.6000,297.2500,304.2,2845321,0.972549540279477
2022-10-06,MA,302.5800,305.0500,298.8600,299.23,2494392,-1.6337935568704665
2022-10-07,MA,296.6600,297.1900,292.9900,294.97,2210877,-1.4236540453831492
2022-10-10,MA,297.0400,297.2500,289.5400,291.78,1783529,-1.0814659117876602
2022-10-11,MA,289.8300,290.3850,284.4200,286.05,3555031,-1.9638083487559022
2022-10-12,MA,286.5400,287.4900,283.2100,283.38,2646833,-0.9334032511798651
2022-10-13,MA,277.2800,295.4300,276.8700,293.96,3323054,3.7335027171995216
2022-10-14,MA,295.8600,298.6210,287.8400,288.69,3106348,-1.7927609198530314
2022-10-17,MA,295.4200,298.7300,291.3400,295.04,3417635,2.1995912570577536
2022-10-18,MA,303.1700,303.7000,296.5500,300.38,3096016,1.8099240780911074
2022-10-19,MA,295.4600,299.6350,294.7900,297.76,1914414,-0.8722285105532968
2022-10-20,MA,297.7500,302.7300,295.6100,296.28,2463932,-0.4970445996775985
2022-10-21,MA,294.5100,302.7099,293.5000,302.37,3599622,2.0554880518428575
2022-10-24,MA,304.5200,307.0000,300.5000,305.6,3184066,1.0682276680887615
2022-10-25,MA,305.9100,312.1000,305.8600,311.41,3012354,1.901178010471205
2022-10-26,MA,312.2900,324.4500,312.2900,319.51,5281438,2.601072541023086
2022-10-27,MA,316.1800,323.0800,314.0600,319.37,4725832,-0.04381709492660146
2022-10-28,MA,319.3100,331.8000,317.8200,329.47,3644429,3.162476124870839
2022-10-31,MA,328.8800,329.4400,323.7800,328.18,3157979,-0.3915379245454931
2022-11-01,MA,332.2200,333.6400,327.0932,333.19,3660459,1.5266012554086217
2022-11-02,MA,331.4200,333.0000,319.6300,319.82,3075115,-4.012725471952939
2022-11-03,MA,315.1200,316.7650,308.6000,309.17,2861062,-3.3299981239447107
2022-11-04,MA,313.8400,323.1250,313.2400,318.37,3246836,2.9757091567745864
2022-11-07,MA,322.4500,325.8000,317.7100,325.13,2742320,2.1233156390363384
2022-11-08,MA,326.2300,329.4000,322.2600,325.75,2387459,0.19069295358780103
2022-11-09,MA,322.2800,323.6850,315.1500,315.64,3001178,-3.103607060629321
2022-11-10,MA,331.1800,337.4000,329.1600,337.27,3254972,6.852743631985803
2022-11-11,MA,339.0000,342.6300,336.3600,339.29,3734766,0.5989266759569567
2022-11-14,MA,336.7400,344.5131,336.0200,339.37,2349019,0.0235786495328405
2022-11-15,MA,346.5900,351.2200,339.4900,343.51,2983623,1.2199074756165773
2022-11-16,MA,343.1600,345.1300,340.0950,342.76,2579780,-0.21833425518907879
2022-11-17,MA,339.0000,341.9200,337.0000,341.27,2004543,-0.43470650017505275
2022-11-18,MA,345.6600,348.6300,341.3300,343.69,2737666,0.7091159492484067
2022-11-21,MA,343.0000,344.2450,337.6200,338.25,1965239,-1.5828217288835877
2022-11-22,MA,339.8300,345.3200,337.5600,344.96,2510939,1.9837398373983683
2022-11-23,MA,344.6300,350.8000,344.1500,348.64,1937368,1.0667903525046318
2022-11-25,MA,348.9600,351.4000,348.0750,351.29,944409,0.7600963744837097
2022-11-28,MA,346.6800,350.2300,343.2300,344.59,2226412,-1.9072561131828536
2022-11-29,MA,343.6500,344.7200,340.7500,343.13,1724326,-0.4236919237354475
2022-11-30,MA,342.8500,356.4000,341.4800,356.4,4252283,3.8673389094512123
2022-12-01,MA,357.9900,361.5800,354.0500,360.8,3374744,1.2345679012345734
2022-12-02,MA,357.4500,362.2850,356.0600,360.06,2015586,-0.20509977827051218
2022-12-05,MA,356.0000,358.9000,354.4500,356.09,2202602,-1.1025940121091038
2022-12-06,MA,353.8200,355.0000,344.3500,347.53,2353297,-2.4038866578673934
2022-12-07,MA,346.8800,347.8500,341.4700,347.42,2454399,-0.031651943717081465
2022-12-08,MA,350.0000,352.1650,347.2174,351.17,1998664,1.0793851822002098
2022-12-09,MA,348.4000,352.7700,347.3600,348.83,2301173,-0.6663439359854251
2022-12-12,MA,350.3100,358.4363,349.1000,358.17,2427292,2.677522002121391
2022-12-13,MA,369.2400,369.2600,355.7350,357.15,3072366,-0.28478096993048707
2022-12-14,MA,357.0000,362.1000,353.7700,357.51,2587188,0.10079798404032392
2022-12-15,MA,351.4200,353.8000,342.5600,346.25,2774976,-3.1495622500069875
2022-12-16,MA,344.7700,348.2400,343.3800,345.84,5947137,-0.11841155234657563
2022-12-19,MA,345.3600,345.8500,339.5401,341.26,2457278,-1.3243118204950166
2022-12-20,MA,341.3700,344.3700,340.6200,342.95,1895912,0.4952235831916951
2022-12-21,MA,343.6400,347.6000,342.3700,345.69,2086988,0.7989502842979945
2022-12-22,MA,344.1900,345.6000,336.4300,341.52,2276404,-1.2062830860019136
2022-12-23,MA,339.0200,344.5400,337.6900,343.6,1914737,0.6090419301944427
2022-12-27,MA,344.1000,346.9100,341.8100,346.16,1637700,0.7450523864959369
2022-12-28,MA,346.5500,349.5100,341.7800,341.95,1854082,-1.2162006008782145
2022-12-29,MA,344.3800,349.7200,343.5400,348.21,1459793,1.8306769995613426
2022-12-30,MA,345.3300,347.9000,343.6213,347.73,1617719,-0.13784785043506886
2023-01-03,MA,349.9600,354.6600,343.9400,346.8,2933755,-0.26744888275386236
